unique_id,state,city,county,age,demo,score1,score2,first_name,last_name,phone,registration_status
15059466,NC,HOPE MILLS,CUMBERLAND,31,Other,74.8,98.4,firstname2084,lastname2084,1234567890,Registered
6035821,MI,CHARLOTTE,EATON,33,Caucasian,28.5,36,firstname2085,lastname2085,1234567890,Registered
37462187,TX,HOUSTON,HARRIS,27,African-American,46.9,78.3,firstname2086,lastname2086,1234567890,Registered
19809547,NC,BOONE,WATAUGA,20,Hispanic,60.6,86.1,firstname2087,lastname2087,NA,Registered
13682029,MI,WHITMORE LAKE,WASHTENAW,28,Caucasian,56.7,65.6,firstname2088,lastname2088,1234567890,Registered
33683292,TX,AUSTIN,TRAVIS,22,Caucasian,22.7,76.1,firstname2089,lastname2089,NA,Registered
27345806,TX,LEAGUE CITY,GALVESTON,28,Caucasian,64.2,72.4,firstname2090,lastname2090,1234567890,Registered
18102262,MI,CANTON,WAYNE,25,Asian,48.5,87.5,firstname2091,lastname2091,1234567890,Registered
40675909,TX,HOUSTON,HARRIS,31,Asian,75.1,48.5,firstname2092,lastname2092,1234567890,Registered
33033639,TX,MISSION,HIDALGO,22,Hispanic,56.6,45,firstname2093,lastname2093,NA,Registered
12820393,WI,MILWAUKEE,MILWAUKEE,33,Uncoded,87.2,96,firstname2094,lastname2094,1234567890,Registered
14451686,MI,SPRING LAKE,OTTAWA,24,Caucasian,91.3,71.3,firstname2095,lastname2095,1234567890,Registered
19069117,PA,COLLEGEVILLE,MONTGOMERY,32,Caucasian,66.5,45.4,firstname2096,lastname2096,NA,Registered
21811745,PA,LOWER BURRELL,WESTMORELAND,21,Caucasian,42.5,0.6,firstname2097,lastname2097,1234567890,Registered
13485186,MI,DRYDEN,LAPEER,32,Caucasian,87.1,44.3,firstname2098,lastname2098,1234567890,Registered
22017305,PA,BELLE VERNON,WESTMORELAND,30,Caucasian,38.8,94.2,firstname2099,lastname2099,NA,Registered
6917735,MI,TRENTON,WAYNE,32,Caucasian,69.1,72.3,firstname2100,lastname2100,1234567890,Registered
5242867,NV,RENO,WASHOE,31,Hispanic,73.9,94.5,firstname2101,lastname2101,NA,Registered
16076582,NC,HIGH POINT,GUILFORD,28,African-American,6.7,98.8,firstname2102,lastname2102,1234567890,Registered
8941165,AZ,PHOENIX,MARICOPA,23,Hispanic,93.5,98.5,firstname2103,lastname2103,1234567890,Registered
18554913,PA,COLUMBIA,LANCASTER,26,Caucasian,96.4,14.4,firstname2104,lastname2104,1234567890,Registered
14278970,NC,COLFAX,FORSYTH,35,Caucasian,66.7,11.5,firstname2105,lastname2105,1234567890,Registered
14095742,PA,PHILADELPHIA,PHILADELPHIA,35,African-American,44.3,99,firstname2106,lastname2106,NA,Registered
41324644,TX,MOORE,FRIO,30,Hispanic,60.9,18.1,firstname2107,lastname2107,1234567890,Registered
18138548,MI,STERLING HEIGHTS,MACOMB,33,Caucasian,69.4,28.2,firstname2108,lastname2108,1234567890,Registered
33147986,TX,HOUSTON,HARRIS,27,Caucasian,88,94.1,firstname2109,lastname2109,NA,Registered
31576970,TX,FORT WORTH,TARRANT,24,Uncoded,2.6,89,firstname2110,lastname2110,NA,Registered
15625498,NC,WINSTON SALEM,FORSYTH,24,Caucasian,20.5,97.8,firstname2111,lastname2111,NA,Registered
19408446,NC,STATESVILLE,IREDELL,19,Caucasian,69.8,3.3,firstname2112,lastname2112,1234567890,Registered
7706300,TX,AUSTIN,WILLIAMSON,34,Caucasian,81.8,82.3,firstname2113,lastname2113,1234567890,Registered
4178084,NV,SPARKS,WASHOE,23,Caucasian,63.1,57.9,firstname2114,lastname2114,1234567890,Registered
17306930,MI,CLINTON TOWNSHIP,MACOMB,20,Caucasian,51.4,30.3,firstname2115,lastname2115,1234567890,Registered
4187546,MI,ANN ARBOR,WASHTENAW,33,Caucasian,31.8,27.9,firstname2116,lastname2116,1234567890,Registered
33762308,TX,HOUSTON,HARRIS,28,Hispanic,38.1,78.2,firstname2117,lastname2117,NA,Registered
36406290,TX,EL PASO,EL PASO,20,Hispanic,23.7,42.6,firstname2118,lastname2118,NA,Registered
18904287,PA,ALLENTOWN,LEHIGH,34,Caucasian,97.5,98.1,firstname2119,lastname2119,NA,Registered
16636292,MI,LAKE LINDEN,HOUGHTON,26,Caucasian,96.2,10.9,firstname2120,lastname2120,NA,Registered
18001405,NC,GOLDSBORO,WAYNE,19,Caucasian,93,96.4,firstname2121,lastname2121,1234567890,Registered
33631716,TX,GARLAND,DALLAS,32,Caucasian,57.1,74.9,firstname2122,lastname2122,1234567890,Registered
17814132,MI,DETROIT,WAYNE,19,African-American,55.3,82.4,firstname2123,lastname2123,NA,Registered
12946120,WI,EAGLE,WAUKESHA,24,Caucasian,43.3,32.6,firstname2124,lastname2124,1234567890,Registered
38966805,TX,ROSHARON,BRAZORIA,31,African-American,4,39,firstname2125,lastname2125,1234567890,Unregistered
15212814,MI,BALDWIN,LAKE,22,Caucasian,31.4,79.3,firstname2126,lastname2126,NA,Registered
788325,NC,HUNTERSVILLE,MECKLENBURG,33,Caucasian,1.7,1.5,firstname2127,lastname2127,1234567890,Registered
30428859,TX,WAXAHACHIE,ELLIS,24,Caucasian,7.8,15,firstname2128,lastname2128,1234567890,Registered
16459804,MI,WHITMORE LAKE,LIVINGSTON,20,Caucasian,58.4,18.2,firstname2129,lastname2129,NA,Registered
8528231,PA,DUNMORE,LACKAWANNA,31,Caucasian,97.7,96.9,firstname2130,lastname2130,1234567890,Registered
20237040,PA,PHILADELPHIA,PHILADELPHIA,28,Uncoded,65.5,97.2,firstname2131,lastname2131,NA,Registered
735843,WI,MADISON,DANE,35,Caucasian,30.6,70.5,firstname2132,lastname2132,NA,Registered
26631155,TX,GARLAND,DALLAS,34,Caucasian,98.5,96.1,firstname2133,lastname2133,1234567890,Registered
13398048,WI,ASHWAUBENON,BROWN,22,Caucasian,52.1,53.4,firstname2134,lastname2134,NA,Registered
3766933,NV,MINDEN,DOUGLAS,27,Uncoded,78.3,57.6,firstname2135,lastname2135,1234567890,Registered
10081291,AZ,CASA GRANDE,PINAL,29,Hispanic,51.1,19.4,firstname2136,lastname2136,NA,Registered
4886378,NV,SPRING CREEK,ELKO,21,Caucasian,96,0.7,firstname2137,lastname2137,NA,Registered
20626567,PA,QUAKERTOWN,BUCKS,33,Caucasian,87.8,99.2,firstname2138,lastname2138,1234567890,Registered
21108550,PA,MIDDLETOWN,DAUPHIN,25,Caucasian,58.4,87.2,firstname2139,lastname2139,NA,Registered
715570,NH,BELMONT,BELKNAP,31,Caucasian,85.7,99,firstname2140,lastname2140,NA,Registered
20739888,TX,FLOWER MOUND,DENTON,35,Caucasian,97.5,74,firstname2141,lastname2141,1234567890,Registered
16461096,MI,MOUNT MORRIS,GENESEE,22,African-American,21.5,90.9,firstname2142,lastname2142,1234567890,Registered
23904834,PA,HARRISBURG,DAUPHIN,26,African-American,58.8,93.2,firstname2143,lastname2143,1234567890,Registered
13020825,TX,DENISON,GRAYSON,33,Caucasian,81.2,41.6,firstname2144,lastname2144,NA,Registered
27598794,TX,HOUSTON,HARRIS,27,Caucasian,35.9,69.9,firstname2145,lastname2145,1234567890,Registered
30898602,TX,MCKINNEY,COLLIN,24,Caucasian,93.1,94.9,firstname2146,lastname2146,1234567890,Registered
9075709,NC,ELLERBE,RICHMOND,28,African-American,59.9,88.2,firstname2147,lastname2147,1234567890,Registered
9277789,WI,APPLETON,OUTAGAMIE,30,Caucasian,88.2,27.2,firstname2148,lastname2148,NA,Registered
11665764,TX,SAN ANTONIO,BEXAR,34,Caucasian,92.5,85.9,firstname2149,lastname2149,1234567890,Registered
15949115,MI,ANN ARBOR,WASHTENAW,24,Caucasian,80.5,69.3,firstname2150,lastname2150,NA,Registered
3301498,AZ,PHOENIX,MARICOPA,30,Hispanic,7.2,68.9,firstname2151,lastname2151,1234567890,Unregistered
6874809,MI,MOUNT CLEMENS,MACOMB,31,Caucasian,38.6,33.9,firstname2152,lastname2152,NA,Registered
22018445,PA,PHILADELPHIA,PHILADELPHIA,20,Uncoded,96.2,99.1,firstname2153,lastname2153,1234567890,Registered
21952544,PA,BETHLEHEM,LEHIGH,24,Caucasian,96.2,99,firstname2154,lastname2154,NA,Registered
11897704,AZ,PHOENIX,MARICOPA,18,Hispanic,66.4,93.3,firstname2155,lastname2155,NA,Registered
13235415,NC,CHARLOTTE,MECKLENBURG,28,African-American,7.2,80.8,firstname2156,lastname2156,1234567890,Unregistered
90714,NV,LAS VEGAS,CLARK,33,Caucasian,90.9,74.4,firstname2157,lastname2157,1234567890,Registered
12762944,WI,MADISON,DANE,34,Caucasian,95.4,95.4,firstname2158,lastname2158,NA,Registered
15042617,MI,NORTHVILLE,OAKLAND,24,Caucasian,52.6,75.1,firstname2159,lastname2159,NA,Registered
6417285,MI,HOLT,INGHAM,32,Caucasian,89.3,76.3,firstname2160,lastname2160,1234567890,Registered
19621312,PA,MECHANICSBURG,CUMBERLAND,24,Caucasian,85.6,0.5,firstname2161,lastname2161,1234567890,Registered
16528174,MI,BIRMINGHAM,OAKLAND,32,Caucasian,95.5,92.5,firstname2162,lastname2162,1234567890,Registered
28499377,TX,HOUSTON,HARRIS,26,Hispanic,15.4,91.6,firstname2163,lastname2163,NA,Registered
21291199,PA,PHILADELPHIA,PHILADELPHIA,28,Asian,21.4,77.5,firstname2164,lastname2164,NA,Registered
34406282,TX,AMARILLO,POTTER,22,Caucasian,43.4,36.2,firstname2165,lastname2165,1234567890,Registered
15946439,MI,MOUNT MORRIS,GENESEE,27,African-American,17.5,40.6,firstname2166,lastname2166,1234567890,Registered
13261129,MI,DORR,ALLEGAN,28,Caucasian,30.5,11.3,firstname2167,lastname2167,1234567890,Registered
18604941,NC,SANFORD,LEE,29,Caucasian,10.3,90.8,firstname2168,lastname2168,1234567890,Unregistered
21339439,TX,ARLINGTON,TARRANT,33,Caucasian,75.1,57.1,firstname2169,lastname2169,1234567890,Registered
38040091,TX,HOUSTON,HARRIS,20,African-American,29.6,93,firstname2170,lastname2170,1234567890,Registered
23344938,PA,PITTSBURGH,ALLEGHENY,31,African-American,62.7,99.2,firstname2171,lastname2171,NA,Registered
13892067,NC,RALEIGH,WAKE,26,Caucasian,7.3,19.7,firstname2172,lastname2172,NA,Registered
17313117,NC,HAMPSTEAD,PENDER,20,Caucasian,52,4.3,firstname2173,lastname2173,NA,Registered
1657593,NH,BOW,MERRIMACK,22,Caucasian,12.7,62.6,firstname2174,lastname2174,NA,Registered
18850127,PA,MADISON TOWNSHIP,LACKAWANNA,25,Caucasian,41,0.9,firstname2175,lastname2175,NA,Registered
13871397,WI,ELROY,MONROE,33,Caucasian,91.8,19.9,firstname2176,lastname2176,1234567890,Registered
12023,NV,NORTH LAS VEGAS,CLARK,31,African-American,44.8,92.8,firstname2177,lastname2177,NA,Registered
34800282,TX,ALEDO,PARKER,34,Hispanic,40.5,43.3,firstname2178,lastname2178,1234567890,Registered
16849423,PA,NEWBURG,CUMBERLAND,30,Caucasian,93,0.6,firstname2179,lastname2179,NA,Registered
17948540,MI,PONTIAC,OAKLAND,25,African-American,63.9,90.5,firstname2180,lastname2180,NA,Registered
13846963,WI,MADISON,DANE,22,Uncoded,68,96,firstname2181,lastname2181,NA,Registered
3318246,TX,HOUSTON,HARRIS,35,Caucasian,96.9,20.7,firstname2182,lastname2182,NA,Registered
17770643,PA,ERIE,ERIE,35,Caucasian,28.4,97.2,firstname2183,lastname2183,NA,Registered
29418891,TX,FORT WORTH,TARRANT,34,Caucasian,7.2,43.8,firstname2184,lastname2184,1234567890,Registered
36263892,TX,HOUSTON,HARRIS,21,Caucasian,95.9,37.3,firstname2185,lastname2185,1234567890,Registered
31366075,TX,BEDFORD,TARRANT,28,Caucasian,8.4,72.6,firstname2186,lastname2186,NA,Registered
19806723,NC,WINSTON SALEM,FORSYTH,23,African-American,61.1,93.4,firstname2187,lastname2187,NA,Registered
30999314,TX,KATY,HARRIS,35,Caucasian,3.4,31,firstname2188,lastname2188,NA,Registered
17871212,PA,AVONDALE,CHESTER,35,Caucasian,67.1,99.3,firstname2189,lastname2189,1234567890,Registered
29116852,TX,ALEDO,PARKER,26,Caucasian,25.1,18.8,firstname2190,lastname2190,1234567890,Registered
36709688,TX,RICHMOND,FORT BEND,20,Caucasian,49.5,13.4,firstname2191,lastname2191,NA,Registered
18592738,NC,ASHEVILLE,BUNCOMBE,29,Caucasian,9.4,98.1,firstname2192,lastname2192,1234567890,Unregistered
13257073,NC,CHARLOTTE,MECKLENBURG,32,Other,60.6,8.2,firstname2193,lastname2193,NA,Registered
15913397,MI,ROCKFORD,KENT,21,Caucasian,46.5,50.8,firstname2194,lastname2194,1234567890,Registered
13258981,NC,CONOVER,CATAWBA,27,Caucasian,54.9,4.1,firstname2195,lastname2195,1234567890,Registered
2716193,AZ,SAN LUIS,YUMA,34,Hispanic,39.3,77.8,firstname2196,lastname2196,1234567890,Registered
7702845,PA,PHILADELPHIA,PHILADELPHIA,31,African-American,90.2,91.4,firstname2197,lastname2197,1234567890,Registered
6288457,NC,ALLIANCE,PAMLICO,29,Caucasian,92.4,2.2,firstname2198,lastname2198,NA,Registered
24974050,TX,DENTON,DENTON,30,Caucasian,93.7,45,firstname2199,lastname2199,1234567890,Registered
36479038,TX,ARLINGTON,TARRANT,20,African-American,42.9,75.4,firstname2200,lastname2200,1234567890,Registered
11518338,TX,FLOWER MOUND,DENTON,31,Caucasian,79.5,62.2,firstname2201,lastname2201,1234567890,Registered
5825822,NV,RENO,WASHOE,31,Caucasian,75.4,24.6,firstname2202,lastname2202,1234567890,Registered
15762790,NC,CREEDMOOR,GRANVILLE,30,Caucasian,81.6,15.5,firstname2203,lastname2203,NA,Registered
16231494,NC,LUMBERTON,ROBESON,23,African-American,90.6,99.1,firstname2204,lastname2204,NA,Registered
8329030,WI,RACINE,RACINE,31,Caucasian,97.9,35.8,firstname2205,lastname2205,1234567890,Registered
18138768,MI,FRASER,MACOMB,33,Caucasian,74.2,43.8,firstname2206,lastname2206,1234567890,Registered
18952345,NC,SHARPSBURG,NASH,23,African-American,62.6,97.3,firstname2207,lastname2207,NA,Registered
22103050,PA,BALA CYNWYD,MONTGOMERY,30,Caucasian,95,73.7,firstname2208,lastname2208,NA,Registered
16335186,NC,HIGH POINT,GUILFORD,25,Asian,59.5,97.8,firstname2209,lastname2209,NA,Registered
39884898,TX,AUSTIN,TRAVIS,26,Caucasian,72.4,90.9,firstname2210,lastname2210,NA,Registered
14687259,NC,WAKE FOREST,WAKE,25,Caucasian,8.2,94,firstname2211,lastname2211,NA,Registered
39215929,TX,HOUSTON,HARRIS,24,Caucasian,61.3,88.8,firstname2212,lastname2212,NA,Registered
24884702,TX,ARLINGTON,TARRANT,28,African-American,71.7,85.5,firstname2213,lastname2213,NA,Registered
9759266,WI,WHITEWATER,WALWORTH,33,Caucasian,2.7,75.5,firstname2214,lastname2214,NA,Registered
29050059,TX,AUSTIN,TRAVIS,27,Caucasian,24.1,84.9,firstname2215,lastname2215,NA,Registered
35232871,TX,DEL VALLE,TRAVIS,33,Caucasian,98.4,59.8,firstname2216,lastname2216,1234567890,Registered
30075543,TX,DEL RIO,VAL VERDE,24,Hispanic,21.8,59.9,firstname2217,lastname2217,1234567890,Registered
17835628,PA,PITTSBURGH,ALLEGHENY,33,Caucasian,42.6,84.3,firstname2218,lastname2218,NA,Registered
34022702,TX,HEREFORD,DEAF SMITH,32,Caucasian,67.7,31.6,firstname2219,lastname2219,NA,Registered
31544914,TX,TAYLOR,WILLIAMSON,29,Caucasian,32.8,65.9,firstname2220,lastname2220,1234567890,Registered
16987131,NC,BEULAVILLE,DUPLIN,27,Caucasian,79.8,46,firstname2221,lastname2221,1234567890,Registered
3520718,AZ,MESA,MARICOPA,30,Caucasian,93.1,94.9,firstname2222,lastname2222,NA,Registered
19633571,PA,CARNEGIE,ALLEGHENY,27,Caucasian,60.2,95,firstname2223,lastname2223,1234567890,Registered
24083555,PA,LEECHBURG,WESTMORELAND,28,Caucasian,67.7,35.4,firstname2224,lastname2224,NA,Registered
20742043,PA,HARRISBURG,DAUPHIN,26,Hispanic,12.8,97.1,firstname2225,lastname2225,NA,Registered
16872681,NC,RAEFORD,HOKE,23,Caucasian,46.9,27.8,firstname2226,lastname2226,1234567890,Registered
758354,NH,ROCHESTER,STRAFFORD,31,Caucasian,7.7,36.6,firstname2227,lastname2227,1234567890,Unregistered
41437446,TX,SAN ANTONIO,BEXAR,28,Hispanic,62.2,83.7,firstname2228,lastname2228,NA,Registered
19117015,NC,GARNER,WAKE,30,Caucasian,71.5,91.1,firstname2229,lastname2229,1234567890,Registered
34694832,TX,PFLUGERVILLE,TRAVIS,33,African-American,13.5,77.4,firstname2230,lastname2230,1234567890,Registered
1883727,NH,SALEM,ROCKINGHAM,32,Caucasian,2.2,32,firstname2231,lastname2231,1234567890,Registered
24237966,PA,PHILADELPHIA,PHILADELPHIA,25,Caucasian,57.5,4.9,firstname2232,lastname2232,NA,Registered
15254579,NC,MATTHEWS,MECKLENBURG,24,Caucasian,33.7,1.5,firstname2233,lastname2233,1234567890,Registered
20082926,PA,ACME,FAYETTE,24,Caucasian,97.6,12.2,firstname2234,lastname2234,NA,Registered
11360329,AZ,MESA,MARICOPA,26,Caucasian,69.2,95.6,firstname2235,lastname2235,NA,Registered
646406,NH,MILFORD,HILLSBOROUGH,32,Caucasian,14,25.6,firstname2236,lastname2236,1234567890,Unregistered
11783893,AZ,PRESCOTT VALLEY,YAVAPAI,33,Caucasian,68.1,96.4,firstname2237,lastname2237,NA,Registered
28473454,TX,SAN ELIZARIO,EL PASO,27,Hispanic,17,90.7,firstname2238,lastname2238,1234567890,Registered
15526507,NC,CHARLOTTE,MECKLENBURG,24,Caucasian,17.8,97.3,firstname2239,lastname2239,NA,Registered
22685279,PA,MYERSTOWN,LEBANON,30,Caucasian,66.7,4.8,firstname2240,lastname2240,NA,Registered
29470339,TX,HUMBLE,HARRIS,25,African-American,95.5,98.6,firstname2241,lastname2241,1234567890,Registered
23295081,PA,MORRISDALE,CLEARFIELD,20,Caucasian,67.4,21.3,firstname2242,lastname2242,NA,Registered
15918321,MI,DETROIT,WAYNE,29,African-American,25.2,52.3,firstname2243,lastname2243,NA,Registered
23905760,PA,MILL HALL,CLINTON,35,Caucasian,72.4,15.9,firstname2244,lastname2244,1234567890,Registered
6370731,MI,CALEDONIA,KENT,33,Caucasian,72,20.2,firstname2245,lastname2245,NA,Registered
10688463,NC,CONCORD,CABARRUS,31,Caucasian,8.6,82.6,firstname2246,lastname2246,1234567890,Unregistered
40704028,TX,ARGYLE,DENTON,35,Caucasian,89.3,38,firstname2247,lastname2247,1234567890,Registered
36271872,TX,HOUSTON,HARRIS,20,African-American,86.4,99,firstname2248,lastname2248,1234567890,Registered
5649258,NV,RENO,WASHOE,20,Hispanic,61.7,98.6,firstname2249,lastname2249,1234567890,Registered
23461888,PA,HOMER CITY,INDIANA,21,Caucasian,65.7,7.8,firstname2250,lastname2250,NA,Registered
32938289,TX,NIXON,WILSON,22,Caucasian,42.6,81.9,firstname2251,lastname2251,NA,Registered
17929461,NC,KANNAPOLIS,CABARRUS,19,Caucasian,60.3,40.7,firstname2252,lastname2252,1234567890,Registered
1017647,MI,LANSING,EATON,33,African-American,22.4,93.8,firstname2253,lastname2253,NA,Registered
16129410,NC,GREENSBORO,GUILFORD,22,Caucasian,45.7,96.8,firstname2254,lastname2254,NA,Registered
13641694,MI,DETROIT,WAYNE,34,African-American,56.8,81.7,firstname2255,lastname2255,NA,Registered
21164425,PA,SWIFTWATER,MONROE,31,Uncoded,67.9,84.3,firstname2256,lastname2256,NA,Registered
34726639,TX,BURLESON,TARRANT,21,Uncoded,48.3,73,firstname2257,lastname2257,NA,Registered
21367044,PA,CHADDS FORD,DELAWARE,21,Caucasian,55,1.5,firstname2258,lastname2258,1234567890,Registered
18470782,MI,DEARBORN,WAYNE,34,Caucasian,80,39.9,firstname2259,lastname2259,1234567890,Registered
37980778,TX,AUSTIN,TRAVIS,20,Hispanic,93.8,96.2,firstname2260,lastname2260,1234567890,Registered
4920911,NV,LAS VEGAS,CLARK,21,Caucasian,95,93,firstname2261,lastname2261,1234567890,Registered
29090275,TX,WOODCREEK,HAYS,25,Caucasian,51.7,73.7,firstname2262,lastname2262,NA,Registered
34010294,TX,CADDO MILLS,HUNT,21,Caucasian,47.9,22.2,firstname2263,lastname2263,1234567890,Registered
13503992,NC,BOONE,WATAUGA,30,Caucasian,3.5,92.2,firstname2264,lastname2264,1234567890,Registered
17927799,PA,SAYRE,BRADFORD,30,Caucasian,66.2,10.6,firstname2265,lastname2265,1234567890,Registered
38304904,TX,ODESSA,ECTOR,31,Caucasian,6.4,72.4,firstname2266,lastname2266,1234567890,Unregistered
4579495,NV,RENO,WASHOE,23,Hispanic,72.9,96.1,firstname2267,lastname2267,NA,Registered
16877075,PA,PITTSBURGH,ALLEGHENY,28,Caucasian,97.5,99.5,firstname2268,lastname2268,1234567890,Registered
18146873,MI,CEDAR SPRINGS,KENT,20,Caucasian,65.1,32.3,firstname2269,lastname2269,1234567890,Registered
23556748,PA,DOYLESTOWN,BUCKS,21,Caucasian,71,19.2,firstname2270,lastname2270,1234567890,Registered
5963702,NV,LAS VEGAS,CLARK,30,Caucasian,65,93.7,firstname2271,lastname2271,NA,Registered
33289103,TX,AUSTIN,TRAVIS,27,Caucasian,93.3,93.9,firstname2272,lastname2272,NA,Registered
18724607,NC,GOLDSBORO,WAYNE,29,African-American,5,99.1,firstname2273,lastname2273,1234567890,Unregistered
821091,NC,NORWOOD,STANLY,35,Caucasian,10.4,17.6,firstname2274,lastname2274,1234567890,Unregistered
6687464,MI,GRAYLING,CRAWFORD,33,Caucasian,62,14.6,firstname2275,lastname2275,1234567890,Registered
15467356,NC,DURHAM,DURHAM,26,African-American,7.1,62.3,firstname2276,lastname2276,NA,Registered
2333666,MI,WHITMORE LAKE,LIVINGSTON,33,Caucasian,97.7,90.8,firstname2277,lastname2277,1234567890,Registered
14465109,MI,MIDLAND,BAY,24,Caucasian,75.6,68.5,firstname2278,lastname2278,NA,Registered
3366227,TX,ARLINGTON,TARRANT,34,Caucasian,99,99.4,firstname2279,lastname2279,1234567890,Registered
1333021,NH,AMHERST,HILLSBOROUGH,35,Caucasian,86.8,98.7,firstname2280,lastname2280,NA,Registered
33579635,TX,HEBBRONVILLE,JIM HOGG,23,Hispanic,11.4,63.7,firstname2281,lastname2281,NA,Registered
19623575,NC,CHARLOTTE,MECKLENBURG,31,Caucasian,73.5,93.5,firstname2282,lastname2282,NA,Registered
15484139,TX,WESLACO,HIDALGO,27,Hispanic,65.5,28.9,firstname2283,lastname2283,1234567890,Registered
7235297,PA,PHILADELPHIA,PHILADELPHIA,32,Caucasian,97.7,99.4,firstname2284,lastname2284,1234567890,Registered
41328730,TX,AUSTIN,TRAVIS,22,Caucasian,65.7,75.6,firstname2285,lastname2285,NA,Registered
12712945,MI,FLINT,GENESEE,27,Caucasian,23.8,75.5,firstname2286,lastname2286,NA,Registered
10341751,AZ,SAN LUIS,YUMA,32,Hispanic,45.2,16.6,firstname2287,lastname2287,NA,Registered
19026419,NC,MARSTON,SCOTLAND,19,African-American,60.1,97.6,firstname2288,lastname2288,NA,Registered
31673721,TX,ANNA,COLLIN,23,Caucasian,22.1,44.4,firstname2289,lastname2289,NA,Registered
38732565,TX,ARLINGTON,TARRANT,27,Caucasian,68.6,57.4,firstname2290,lastname2290,1234567890,Registered
11880226,TX,SAN ANTONIO,BEXAR,32,Caucasian,94.4,98.4,firstname2291,lastname2291,1234567890,Registered
950910,NC,GREENSBORO,GUILFORD,35,Caucasian,96.3,5.6,firstname2292,lastname2292,NA,Registered
13126678,TX,HOUSTON,HARRIS,30,Hispanic,14.9,65.7,firstname2293,lastname2293,1234567890,Registered
35170405,TX,AUSTIN,TRAVIS,31,Uncoded,22.4,91.3,firstname2294,lastname2294,1234567890,Registered
19379108,NC,KINGS MOUNTAIN,CLEVELAND,20,Caucasian,75.6,21,firstname2295,lastname2295,1234567890,Registered
17325839,MI,MELVINDALE,WAYNE,22,Caucasian,53,24.4,firstname2296,lastname2296,1234567890,Registered
7339956,MI,GRAND RAPIDS,KENT,29,Caucasian,97.4,98.7,firstname2297,lastname2297,1234567890,Registered
11885378,AZ,MESA,MARICOPA,33,Caucasian,76.8,73.2,firstname2298,lastname2298,NA,Registered
11276309,AZ,TUCSON,PIMA,22,Caucasian,40.7,6.3,firstname2299,lastname2299,1234567890,Registered
4692923,NV,RENO,WASHOE,22,Uncoded,61.1,50.3,firstname2300,lastname2300,1234567890,Registered
18281440,NC,LELAND,BRUNSWICK,29,Caucasian,92.6,1.1,firstname2301,lastname2301,1234567890,Registered
17314734,NC,WAKE FOREST,FRANKLIN,27,Caucasian,78.2,7.5,firstname2302,lastname2302,NA,Registered
40906121,TX,HOUSTON,HARRIS,22,Caucasian,10.2,53.7,firstname2303,lastname2303,1234567890,Unregistered
1062155,NH,STRATHAM,ROCKINGHAM,35,Caucasian,93.2,99.2,firstname2304,lastname2304,1234567890,Registered
2862693,AZ,PAYSON,GILA,34,Caucasian,95.4,18.2,firstname2305,lastname2305,NA,Registered
19700709,PA,ERIE,ERIE,24,Caucasian,29.7,1.5,firstname2306,lastname2306,NA,Registered
18056015,NC,RALEIGH,WAKE,26,Caucasian,96.8,98.7,firstname2307,lastname2307,NA,Registered
2263638,AZ,PHOENIX,MARICOPA,33,Caucasian,3.2,66.2,firstname2308,lastname2308,NA,Registered
9244598,WI,RACINE,RACINE,35,Caucasian,12.2,53.2,firstname2309,lastname2309,NA,Registered
16289377,MI,YPSILANTI,WASHTENAW,25,African-American,10.9,93.5,firstname2310,lastname2310,NA,Registered
39231819,TX,TYLER,SMITH,19,Caucasian,72.1,36.5,firstname2311,lastname2311,1234567890,Registered
31482851,TX,CORPUS CHRISTI,NUECES,23,Hispanic,22.9,64.1,firstname2312,lastname2312,1234567890,Registered
5364512,NC,SHERRILLS FORD,CATAWBA,34,Caucasian,97.6,0.4,firstname2313,lastname2313,1234567890,Registered
28074505,TX,SAN MARCOS,HAYS,26,Hispanic,78.6,82.5,firstname2314,lastname2314,1234567890,Registered
31847389,TX,HOUSTON,HARRIS,23,Asian,44.6,69.1,firstname2315,lastname2315,1234567890,Registered
40643157,TX,DENISON,GRAYSON,19,Caucasian,69.2,15.9,firstname2316,lastname2316,NA,Registered
32064785,TX,HOUSTON,HARRIS,27,Caucasian,86.4,88,firstname2317,lastname2317,1234567890,Registered
21808783,PA,GLENOLDEN,DELAWARE,21,Caucasian,94.8,0.3,firstname2318,lastname2318,1234567890,Registered
30882843,TX,SAN ANTONIO,BEXAR,24,Caucasian,71.1,96.5,firstname2319,lastname2319,1234567890,Registered
31027312,TX,ALVIN,BRAZORIA,28,Hispanic,24.1,43.7,firstname2320,lastname2320,1234567890,Registered
17973234,MI,SAGINAW,SAGINAW,25,Caucasian,71.7,85.7,firstname2321,lastname2321,1234567890,Registered
24036144,PA,PITTSBURGH,ALLEGHENY,25,Caucasian,12.7,84,firstname2322,lastname2322,1234567890,Unregistered
17371759,MI,DEARBORN HEIGHTS,WAYNE,21,Caucasian,51.5,66.8,firstname2323,lastname2323,NA,Registered
6311579,NC,CHEROKEE,SWAIN,30,Caucasian,44.3,62.2,firstname2324,lastname2324,1234567890,Registered
7194928,PA,OTTSVILLE,BUCKS,33,Caucasian,79.6,1.1,firstname2325,lastname2325,1234567890,Registered
15584253,MI,MORLEY,MECOSTA,21,Caucasian,35.3,15.4,firstname2326,lastname2326,1234567890,Registered
8289155,AZ,SANDERS,APACHE,24,Caucasian,94.2,98.9,firstname2327,lastname2327,1234567890,Registered
