unique_id,state,city,county,age,demo,score1,score2,first_name,last_name,phone,status
7768066,AZ,GLENDALE,MARICOPA,27,Hispanic,71.7,98.3,firstname2494,lastname2494,1234567890,Registered
10847386,AZ,PHOENIX,MARICOPA,26,Hispanic,90,98.1,firstname2495,lastname2495,1234567890,Registered
10268023,AZ,PHOENIX,MARICOPA,21,Hispanic,37.6,97.7,firstname2496,lastname2496,1234567890,Registered
9542483,AZ,PHOENIX,MARICOPA,21,Hispanic,60.9,96.2,firstname2497,lastname2497,1234567890,Registered
10977649,AZ,LAVEEN,MARICOPA,21,Hispanic,13.9,97.5,firstname2498,lastname2498,1234567890,Unregistered
560712,AZ,PHOENIX,MARICOPA,32,Hispanic,23.8,98,firstname2499,lastname2499,1234567890,Registered
2075826,AZ,GILBERT,MARICOPA,33,Caucasian,94.5,0.8,firstname2500,lastname2500,1234567890,Registered
11399379,AZ,GLENDALE,MARICOPA,30,Uncoded,76,90.5,firstname2501,lastname2501,1234567890,Registered
12013388,TX,RICHMOND,FORT BEND,31,Caucasian,1.7,45.8,firstname2502,lastname2502,1234567890,Registered
7444785,AZ,PHOENIX,MARICOPA,28,Hispanic,54.3,82.6,firstname2503,lastname2503,1234567890,Registered
2268921,AZ,PHOENIX,MARICOPA,35,Caucasian,94.5,2.1,firstname2504,lastname2504,1234567890,Registered
11398964,AZ,GLENDALE,MARICOPA,30,Hispanic,95.4,94.6,firstname2505,lastname2505,1234567890,Registered
9917158,AZ,PHOENIX,MARICOPA,23,Caucasian,96.2,97.6,firstname2506,lastname2506,1234567890,Registered
1532090,AZ,GLENDALE,MARICOPA,35,Caucasian,94.7,0.8,firstname2507,lastname2507,1234567890,Registered
10645240,AZ,FLAGSTAFF,COCONINO,30,Caucasian,97.4,99.6,firstname2508,lastname2508,1234567890,Registered
7283966,AZ,PHOENIX,MARICOPA,28,Caucasian,67.3,92.3,firstname2509,lastname2509,1234567890,Registered
10477503,AZ,CHANDLER,MARICOPA,21,Caucasian,36.3,86.9,firstname2510,lastname2510,1234567890,Registered
7386183,AZ,MESA,MARICOPA,28,Caucasian,92.4,1.7,firstname2511,lastname2511,1234567890,Registered
9049151,AZ,PHOENIX,MARICOPA,34,Caucasian,24.5,96.9,firstname2512,lastname2512,1234567890,Registered
5491301,AZ,PHOENIX,MARICOPA,30,Caucasian,96.8,99.4,firstname2513,lastname2513,1234567890,Registered
7761173,AZ,SURPRISE,MARICOPA,35,Caucasian,32.8,16.5,firstname2514,lastname2514,1234567890,Registered
4220647,AZ,TEMPE,MARICOPA,35,Caucasian,97.6,99.2,firstname2515,lastname2515,1234567890,Registered
3593168,AZ,SCOTTSDALE,MARICOPA,29,Caucasian,85.9,97.7,firstname2516,lastname2516,1234567890,Registered
2172592,AZ,PHOENIX,MARICOPA,34,Hispanic,71.1,74.3,firstname2517,lastname2517,1234567890,Registered
11272163,AZ,TOLLESON,MARICOPA,23,Hispanic,45.4,47.1,firstname2518,lastname2518,1234567890,Registered
10259971,AZ,PHOENIX,MARICOPA,26,Hispanic,72,96.3,firstname2519,lastname2519,1234567890,Registered
3198590,AZ,PHOENIX,MARICOPA,34,Caucasian,93.6,1.1,firstname2520,lastname2520,1234567890,Registered
9923246,AZ,GILBERT,MARICOPA,31,Caucasian,83.3,18,firstname2521,lastname2521,1234567890,Registered
8157421,AZ,PHOENIX,MARICOPA,26,Hispanic,50.5,95.8,firstname2522,lastname2522,1234567890,Registered
10306418,AZ,SAN TAN VALLEY,PINAL,23,Caucasian,31.8,95,firstname2523,lastname2523,1234567890,Registered
5720940,AZ,PHOENIX,MARICOPA,28,Hispanic,9,4.3,firstname2524,lastname2524,1234567890,Registered
9328677,AZ,PHOENIX,MARICOPA,22,Hispanic,63.3,88.2,firstname2525,lastname2525,1234567890,Registered
1642290,AZ,PHOENIX,MARICOPA,32,Hispanic,95.6,98,firstname2526,lastname2526,1234567890,Registered
532258,AZ,GLENDALE,MARICOPA,34,Caucasian,62.4,92.4,firstname2527,lastname2527,1234567890,Registered
11502293,AZ,PHOENIX,MARICOPA,28,Hispanic,68.8,96.6,firstname2528,lastname2528,1234567890,Registered
1225490,AZ,PHOENIX,MARICOPA,33,Caucasian,11.3,73.7,firstname2529,lastname2529,1234567890,Registered
7631696,AZ,PHOENIX,MARICOPA,32,Hispanic,33.5,95,firstname2530,lastname2530,1234567890,Registered
8904875,AZ,SCOTTSDALE,MARICOPA,24,Caucasian,4.1,13.5,firstname2531,lastname2531,1234567890,Registered
3135216,AZ,PHOENIX,MARICOPA,31,Caucasian,77.4,87.2,firstname2532,lastname2532,1234567890,Registered
10811895,AZ,PHOENIX,MARICOPA,20,Hispanic,85.7,97.7,firstname2533,lastname2533,1234567890,Registered
8699743,AZ,GLENDALE,MARICOPA,24,Caucasian,51,0.3,firstname2534,lastname2534,1234567890,Registered
38732547,TX,FORT WORTH,TARRANT,19,Caucasian,75.1,58.2,firstname2535,lastname2535,1234567890,Registered
10463818,AZ,PHOENIX,MARICOPA,28,Asian,42.7,85.9,firstname2536,lastname2536,1234567890,Registered
9635643,AZ,PHOENIX,MARICOPA,26,Hispanic,55.9,91.1,firstname2537,lastname2537,1234567890,Registered
3176593,AZ,PHOENIX,MARICOPA,35,Caucasian,89.7,99.3,firstname2538,lastname2538,1234567890,Registered
11797316,AZ,PHOENIX,MARICOPA,32,Hispanic,11.3,53.6,firstname2539,lastname2539,1234567890,Unregistered
8626076,AZ,PHOENIX,MARICOPA,30,Caucasian,95.9,97.3,firstname2540,lastname2540,1234567890,Registered
5607658,AZ,PHOENIX,MARICOPA,30,Hispanic,14.9,21.8,firstname2541,lastname2541,1234567890,Registered
8388040,AZ,PHOENIX,MARICOPA,31,Caucasian,21.9,92.8,firstname2542,lastname2542,1234567890,Unregistered
14980815,MI,TRENTON,WAYNE,35,Uncoded,95.3,98.1,firstname2543,lastname2543,1234567890,Registered
9050615,AZ,PHOENIX,MARICOPA,24,Caucasian,66.1,1,firstname2544,lastname2544,1234567890,Registered
3619607,AZ,SURPRISE,MARICOPA,33,Caucasian,77.4,0.6,firstname2545,lastname2545,1234567890,Registered
5502490,AZ,PHOENIX,MARICOPA,28,Hispanic,12.8,89.1,firstname2546,lastname2546,1234567890,Unregistered
9465186,AZ,PHOENIX,MARICOPA,34,Caucasian,9.9,74.4,firstname2547,lastname2547,1234567890,Unregistered
1381367,AZ,SAN TAN VALLEY,PINAL,33,Caucasian,58.1,1.4,firstname2548,lastname2548,1234567890,Registered
7302429,AZ,PHOENIX,MARICOPA,27,Caucasian,94,1.2,firstname2549,lastname2549,1234567890,Registered
10498270,AZ,PHOENIX,MARICOPA,20,Caucasian,52.3,98.8,firstname2550,lastname2550,1234567890,Registered
555958,AZ,PHOENIX,MARICOPA,35,African-American,24.6,98.6,firstname2551,lastname2551,1234567890,Registered
945307,AZ,MESA,MARICOPA,33,Caucasian,81.2,16.2,firstname2552,lastname2552,1234567890,Registered
15621707,MI,ROCHESTER HILLS,OAKLAND,27,Caucasian,61.3,66.6,firstname2553,lastname2553,1234567890,Registered
10645471,AZ,GLENDALE,MARICOPA,20,Caucasian,30.7,77.4,firstname2554,lastname2554,1234567890,Registered
10441326,AZ,PHOENIX,MARICOPA,31,Hispanic,17.4,7.7,firstname2555,lastname2555,1234567890,Unregistered
15184466,NC,CHARLOTTE,MECKLENBURG,25,Caucasian,91.2,48.7,firstname2556,lastname2556,1234567890,Registered
11886951,AZ,TEMPE,MARICOPA,22,African-American,47.9,85.8,firstname2557,lastname2557,1234567890,Registered
11275516,AZ,PARADISE VALLEY,MARICOPA,21,Caucasian,52.9,52.3,firstname2558,lastname2558,1234567890,Registered
562212,AZ,PHOENIX,MARICOPA,31,Hispanic,50.9,34.3,firstname2559,lastname2559,1234567890,Registered
7823013,AZ,PHOENIX,MARICOPA,27,African-American,11.5,98.6,firstname2560,lastname2560,1234567890,Registered
8635339,AZ,MESA,MARICOPA,24,Hispanic,48.2,54.3,firstname2561,lastname2561,1234567890,Registered
11262696,AZ,SCOTTSDALE,MARICOPA,20,Caucasian,68.2,27.6,firstname2562,lastname2562,1234567890,Registered
8678705,AZ,MESA,MARICOPA,24,Uncoded,74.2,39.3,firstname2563,lastname2563,1234567890,Registered
9823640,AZ,GLENDALE,MARICOPA,28,Caucasian,96.9,2.3,firstname2564,lastname2564,1234567890,Registered
9174905,AZ,TEMPE,MARICOPA,22,Caucasian,46.9,4.5,firstname2565,lastname2565,1234567890,Registered
11704635,AZ,MESA,MARICOPA,27,Hispanic,74.2,92.7,firstname2566,lastname2566,1234567890,Registered
7576907,AZ,PHOENIX,MARICOPA,35,Caucasian,25,37.1,firstname2567,lastname2567,1234567890,Registered
9330603,AZ,PHOENIX,MARICOPA,25,Caucasian,32.1,39.1,firstname2568,lastname2568,1234567890,Registered
9697829,AZ,PHOENIX,MARICOPA,21,Caucasian,76.1,61.6,firstname2569,lastname2569,1234567890,Registered
9164724,AZ,PHOENIX,MARICOPA,29,Caucasian,21.7,4.6,firstname2570,lastname2570,1234567890,Registered
11313158,AZ,PHOENIX,MARICOPA,19,Uncoded,71.1,14.4,firstname2571,lastname2571,1234567890,Registered
8633099,AZ,GUADALUPE,MARICOPA,26,Hispanic,92.6,97.9,firstname2572,lastname2572,1234567890,Registered
7482113,AZ,PHOENIX,MARICOPA,27,Hispanic,89.7,99.1,firstname2573,lastname2573,1234567890,Registered
3674905,AZ,PHOENIX,MARICOPA,34,Caucasian,80.9,2.4,firstname2574,lastname2574,1234567890,Registered
8830047,AZ,MARICOPA,PINAL,34,Hispanic,47.8,85,firstname2575,lastname2575,1234567890,Registered
3138375,AZ,PHOENIX,MARICOPA,31,Hispanic,91.2,98,firstname2576,lastname2576,1234567890,Registered
563340,AZ,PHOENIX,MARICOPA,32,Hispanic,11.1,86.2,firstname2577,lastname2577,1234567890,Unregistered
727007,AZ,MESA,MARICOPA,32,Caucasian,39.9,91.6,firstname2578,lastname2578,1234567890,Registered
10494615,AZ,MESA,MARICOPA,19,Caucasian,59.9,0.6,firstname2579,lastname2579,1234567890,Registered
8950975,AZ,PHOENIX,MARICOPA,32,Caucasian,80.5,95.8,firstname2580,lastname2580,1234567890,Registered
8611022,AZ,SCOTTSDALE,MARICOPA,24,Caucasian,93.4,0.5,firstname2581,lastname2581,1234567890,Registered
9235610,AZ,SCOTTSDALE,MARICOPA,26,Caucasian,61.3,97.4,firstname2582,lastname2582,1234567890,Registered
11421148,AZ,GLENDALE,MARICOPA,21,Caucasian,95.6,13,firstname2583,lastname2583,1234567890,Registered
8933993,AZ,PHOENIX,MARICOPA,24,Caucasian,61.7,97.5,firstname2584,lastname2584,1234567890,Registered
535374,AZ,PHOENIX,MARICOPA,33,Caucasian,97.6,99.7,firstname2585,lastname2585,1234567890,Registered
7541186,AZ,SCOTTSDALE,MARICOPA,27,Caucasian,93.4,3.9,firstname2586,lastname2586,1234567890,Registered
596508,AZ,PHOENIX,MARICOPA,33,Caucasian,97,98.9,firstname2587,lastname2587,1234567890,Registered
8267713,AZ,PHOENIX,MARICOPA,24,African-American,84,96.4,firstname2588,lastname2588,1234567890,Registered
8934401,AZ,PHOENIX,MARICOPA,33,Caucasian,65.8,97.3,firstname2589,lastname2589,1234567890,Registered
9223679,AZ,PHOENIX,MARICOPA,34,Caucasian,24.8,88.6,firstname2590,lastname2590,1234567890,Registered
5806017,NV,LAS VEGAS,CLARK,26,Caucasian,71.8,67.2,firstname2591,lastname2591,1234567890,Registered
11258505,AZ,SCOTTSDALE,MARICOPA,22,Caucasian,62.2,12.2,firstname2592,lastname2592,1234567890,Registered
10374988,AZ,MESA,MARICOPA,33,Caucasian,12.9,68.5,firstname2593,lastname2593,1234567890,Unregistered
9229336,AZ,SURPRISE,MARICOPA,22,Caucasian,84.2,83.4,firstname2594,lastname2594,1234567890,Registered
11773807,AZ,MESA,MARICOPA,19,Caucasian,60.6,30.3,firstname2595,lastname2595,1234567890,Registered
8631500,AZ,PHOENIX,MARICOPA,25,Hispanic,62.1,93.8,firstname2596,lastname2596,1234567890,Registered
8741955,AZ,PHOENIX,MARICOPA,28,Hispanic,60,97.2,firstname2597,lastname2597,1234567890,Registered
499891,AZ,PHOENIX,MARICOPA,32,Caucasian,19.2,3.5,firstname2598,lastname2598,1234567890,Registered
11669716,AZ,CAVE CREEK,MARICOPA,21,Caucasian,69.3,4.1,firstname2599,lastname2599,1234567890,Registered
9531347,AZ,PHOENIX,MARICOPA,21,Caucasian,71.1,0.7,firstname2600,lastname2600,1234567890,Registered
11193685,AZ,PHOENIX,MARICOPA,21,Caucasian,50.6,94.5,firstname2601,lastname2601,1234567890,Registered
3757908,AZ,SCOTTSDALE,MARICOPA,29,Uncoded,52.9,97.8,firstname2602,lastname2602,1234567890,Registered
35836174,TX,SAN ANTONIO,BEXAR,21,Caucasian,96.2,87.1,firstname2603,lastname2603,1234567890,Registered
6691361,AZ,GUADALUPE,MARICOPA,35,Native American,59.6,98.7,firstname2604,lastname2604,1234567890,Registered
9418072,AZ,TEMPE,MARICOPA,22,Caucasian,24.2,97.7,firstname2605,lastname2605,1234567890,Registered
9450664,AZ,PHOENIX,MARICOPA,32,Caucasian,93.1,75,firstname2606,lastname2606,1234567890,Registered
9172301,AZ,MESA,MARICOPA,25,Caucasian,52,95.4,firstname2607,lastname2607,1234567890,Registered
15479776,NC,GREENSBORO,GUILFORD,35,Caucasian,5.9,1,firstname2608,lastname2608,1234567890,Registered
9543943,AZ,PHOENIX,MARICOPA,22,Hispanic,29.9,3.7,firstname2609,lastname2609,1234567890,Registered
8773839,AZ,LAVEEN,MARICOPA,28,Hispanic,69.5,76.1,firstname2610,lastname2610,1234567890,Registered
9008575,AZ,APACHE JUNCTION,PINAL,35,Caucasian,22.4,57.8,firstname2611,lastname2611,1234567890,Registered
10150692,AZ,PHOENIX,MARICOPA,27,Hispanic,92.4,76.1,firstname2612,lastname2612,1234567890,Registered
8918926,AZ,CHANDLER,MARICOPA,23,Caucasian,28.1,94.4,firstname2613,lastname2613,1234567890,Registered
11487977,AZ,GILBERT,MARICOPA,22,Caucasian,65.6,1.7,firstname2614,lastname2614,1234567890,Registered
8155867,AZ,LAVEEN,MARICOPA,27,Native American,9.6,97.5,firstname2615,lastname2615,1234567890,Registered
1917326,NH,CONCORD,MERRIMACK,31,Caucasian,18.5,81.9,firstname2616,lastname2616,1234567890,Unregistered
605953,NH,DANBURY,MERRIMACK,33,Caucasian,94.3,5,firstname2617,lastname2617,1234567890,Registered
1509746,NH,MANCHESTER,HILLSBOROUGH,25,Hispanic,86.3,98.5,firstname2618,lastname2618,1234567890,Registered
1775004,NH,NORTHFIELD,MERRIMACK,24,Caucasian,84.9,70.5,firstname2619,lastname2619,1234567890,Registered
1695319,NH,PORTSMOUTH,ROCKINGHAM,22,Caucasian,85.6,98.9,firstname2620,lastname2620,1234567890,Registered
243929,NH,NASHUA,HILLSBOROUGH,35,Caucasian,33,74.9,firstname2621,lastname2621,1234567890,Unregistered
1301939,NH,PORTSMOUTH,ROCKINGHAM,27,Caucasian,11.7,98.2,firstname2622,lastname2622,1234567890,Registered
747090,NH,NEW BOSTON,HILLSBOROUGH,34,Caucasian,93.1,0.2,firstname2623,lastname2623,1234567890,Registered
1637009,NH,NEW LONDON,MERRIMACK,21,Caucasian,76.8,94.1,firstname2624,lastname2624,1234567890,Registered
1824193,NH,RINDGE,CHESHIRE,29,Caucasian,10,15.7,firstname2625,lastname2625,1234567890,Unregistered
1289250,NH,HOOKSETT,MERRIMACK,31,Caucasian,20.8,26.9,firstname2626,lastname2626,1234567890,Unregistered
694977,NH,MERRIMACK,HILLSBOROUGH,33,Caucasian,12.8,66,firstname2627,lastname2627,1234567890,Unregistered
1775441,NH,MANCHESTER,HILLSBOROUGH,30,Caucasian,8.9,97.2,firstname2628,lastname2628,1234567890,Unregistered
673515,NH,PITTSFIELD,MERRIMACK,33,Caucasian,8.1,33.4,firstname2629,lastname2629,1234567890,Unregistered
39689469,TX,RIVER OAKS,TARRANT,19,Caucasian,67.3,42.5,firstname2630,lastname2630,1234567890,Registered
1697203,NH,NASHUA,HILLSBOROUGH,23,Caucasian,63.9,3.6,firstname2631,lastname2631,1234567890,Registered
1464799,NH,CHICHESTER,MERRIMACK,23,Caucasian,95.6,99,firstname2632,lastname2632,1234567890,Registered
1311055,NH,RUMNEY,GRAFTON,28,Caucasian,89,1.5,firstname2633,lastname2633,1234567890,Registered
1249132,NH,CHICHESTER,MERRIMACK,27,Caucasian,8.7,48.4,firstname2634,lastname2634,1234567890,Unregistered
1841172,NH,BRENTWOOD,ROCKINGHAM,21,Caucasian,11.5,83.1,firstname2635,lastname2635,1234567890,Unregistered
1518637,NH,GOFFSTOWN,HILLSBOROUGH,25,Caucasian,49.2,95,firstname2636,lastname2636,1234567890,Registered
776424,NH,LANCASTER,COOS,28,Caucasian,18.5,21.5,firstname2637,lastname2637,1234567890,Unregistered
1570805,NH,NASHUA,HILLSBOROUGH,23,Caucasian,34.3,94.6,firstname2638,lastname2638,1234567890,Registered
657047,NH,DERRY,ROCKINGHAM,32,Caucasian,92.1,1.1,firstname2639,lastname2639,1234567890,Registered
1766269,NH,HUDSON,HILLSBOROUGH,34,Caucasian,82.7,98.3,firstname2640,lastname2640,1234567890,Registered
1320817,NH,LOUDON,MERRIMACK,29,Caucasian,10.9,38.5,firstname2641,lastname2641,1234567890,Unregistered
1476550,NH,NORTHWOOD,ROCKINGHAM,29,Caucasian,12.6,39,firstname2642,lastname2642,1234567890,Unregistered
1900046,NH,NASHUA,HILLSBOROUGH,20,Caucasian,9.3,57.7,firstname2643,lastname2643,1234567890,Unregistered
313573,NH,DERRY,ROCKINGHAM,35,Caucasian,29.9,80.3,firstname2644,lastname2644,1234567890,Registered
1698712,NH,DERRY,ROCKINGHAM,22,Caucasian,91,84.1,firstname2645,lastname2645,1234567890,Registered
757888,NH,MANCHESTER,HILLSBOROUGH,33,Caucasian,97.4,99.7,firstname2646,lastname2646,1234567890,Registered
626980,NH,ROCHESTER,STRAFFORD,33,Caucasian,95.6,98.3,firstname2647,lastname2647,1234567890,Registered
8158256,AZ,SCOTTSDALE,MARICOPA,32,Caucasian,60.3,73.7,firstname2648,lastname2648,1234567890,Registered
8489305,PA,SAYRE,BRADFORD,29,Caucasian,50.7,29.8,firstname2649,lastname2649,1234567890,Registered
18985522,NC,WILLIAMSTON,MARTIN,22,Caucasian,64,39.2,firstname2650,lastname2650,1234567890,Registered
13639279,NC,GRANITE QUARRY,ROWAN,29,Caucasian,50.2,0.8,firstname2651,lastname2651,1234567890,Registered
23383720,PA,SAYRE,BRADFORD,29,Caucasian,66.8,7.6,firstname2652,lastname2652,1234567890,Registered
21575183,PA,PHILADELPHIA,PHILADELPHIA,35,Caucasian,3,97.3,firstname2653,lastname2653,1234567890,Registered
18766354,PA,PITTSBURGH,ALLEGHENY,35,Caucasian,66.6,74.4,firstname2654,lastname2654,1234567890,Registered
13428294,WI,FITCHBURG,DANE,21,Caucasian,94.9,92.4,firstname2655,lastname2655,1234567890,Registered
13446370,WI,COLUMBUS,COLUMBIA,29,Caucasian,61.1,57.7,firstname2656,lastname2656,1234567890,Registered
13915766,WI,LYNDON STATION,JUNEAU,35,Caucasian,95.3,16.7,firstname2657,lastname2657,1234567890,Registered
13205115,WI,EVANSVILLE,ROCK,19,Caucasian,45.4,77.8,firstname2658,lastname2658,1234567890,Registered
13977131,MI,PLEASANT LAKE,JACKSON,32,Caucasian,42.5,96.3,firstname2659,lastname2659,1234567890,Registered
13367878,WI,CROSS PLAINS,DANE,30,Caucasian,81.3,53,firstname2660,lastname2660,1234567890,Registered
8461377,WI,JANESVILLE,ROCK,28,Caucasian,46.6,85,firstname2661,lastname2661,1234567890,Registered
8168661,AZ,TUCSON,PIMA,33,Caucasian,5,87.1,firstname2662,lastname2662,1234567890,Registered
7816794,WI,ALGOMA,KEWAUNEE,35,Caucasian,63.8,23.2,firstname2663,lastname2663,1234567890,Registered
9691370,WI,BELOIT,ROCK,31,Caucasian,14.9,33,firstname2664,lastname2664,1234567890,Unregistered
13404540,WI,HOWARD,BROWN,34,Caucasian,97.5,74.8,firstname2665,lastname2665,1234567890,Registered
9080696,WI,LITTLE CHUTE,OUTAGAMIE,32,Caucasian,95.4,46.6,firstname2666,lastname2666,1234567890,Registered
13120396,WI,VERONA,DANE,26,Caucasian,66.6,85.7,firstname2667,lastname2667,1234567890,Registered
8865686,WI,SHEBOYGAN,SHEBOYGAN,27,Caucasian,97.6,19.1,firstname2668,lastname2668,1234567890,Registered
12697701,WI,PORTAGE,COLUMBIA,25,Caucasian,84.1,12,firstname2669,lastname2669,1234567890,Registered
13879982,WI,BARABOO,SAUK,30,Caucasian,62.4,87.1,firstname2670,lastname2670,1234567890,Registered
14200691,WI,MADISON,DANE,32,Caucasian,83.8,89.8,firstname2671,lastname2671,1234567890,Registered
8914712,WI,MCFARLAND,DANE,30,Caucasian,91.4,85.6,firstname2672,lastname2672,1234567890,Registered
9567329,WI,JANESVILLE,ROCK,27,Caucasian,38.5,35.7,firstname2673,lastname2673,1234567890,Registered
16242323,MI,SOUTHFIELD,OAKLAND,35,Caucasian,95.8,98.2,firstname2674,lastname2674,1234567890,Registered
8617618,WI,EVANSVILLE,ROCK,33,Caucasian,3.5,83.1,firstname2675,lastname2675,1234567890,Registered
6634163,WI,PRAIRIE DU SAC,SAUK,24,Caucasian,92.7,24.8,firstname2676,lastname2676,1234567890,Registered
12005237,WI,MADISON,DANE,34,Caucasian,36.3,89.4,firstname2677,lastname2677,1234567890,Registered
8721977,WI,SUN PRAIRIE,DANE,32,Caucasian,8.1,87.1,firstname2678,lastname2678,1234567890,Unregistered
13141307,WI,PORTAGE,COLUMBIA,35,Caucasian,11.5,51.1,firstname2679,lastname2679,1234567890,Unregistered
8498223,WI,HARTLAND,WAUKESHA,35,Caucasian,2.7,6.1,firstname2680,lastname2680,1234567890,Registered
9512110,WI,WAUNAKEE,DANE,27,Caucasian,90.6,60.5,firstname2681,lastname2681,1234567890,Registered
9265950,WI,WAUWATOSA,MILWAUKEE,25,Caucasian,96.6,97.5,firstname2682,lastname2682,1234567890,Registered
13911529,WI,VIROQUA,VERNON,24,Caucasian,90.3,44.7,firstname2683,lastname2683,1234567890,Registered
9795724,WI,CROSS PLAINS,DANE,29,Caucasian,50.1,57.4,firstname2684,lastname2684,1234567890,Registered
8582843,WI,BELOIT,ROCK,33,Caucasian,3.5,78.1,firstname2685,lastname2685,1234567890,Registered
9620299,WI,VERONA,DANE,27,Caucasian,95.3,89.1,firstname2686,lastname2686,1234567890,Registered
16110811,MI,KALAMAZOO,KALAMAZOO,31,Caucasian,97.8,55.3,firstname2687,lastname2687,1234567890,Registered
9447665,WI,MADISON,DANE,34,Caucasian,6.3,85.2,firstname2688,lastname2688,1234567890,Registered
8535931,WI,JANESVILLE,ROCK,32,Caucasian,95.4,86.4,firstname2689,lastname2689,1234567890,Registered
9224886,WI,FENNIMORE,GRANT,29,Caucasian,98.6,9.3,firstname2690,lastname2690,1234567890,Registered
9017501,WI,COTTAGE GROVE,DANE,31,Caucasian,94.5,62.3,firstname2691,lastname2691,1234567890,Registered
14006096,WI,DEFOREST,DANE,34,Caucasian,93.6,65.7,firstname2692,lastname2692,1234567890,Registered
12855415,WI,SUN PRAIRIE,DANE,28,Caucasian,54.8,83.8,firstname2693,lastname2693,1234567890,Registered
9197652,WI,MIDDLETON,DANE,31,Caucasian,42.4,93.9,firstname2694,lastname2694,1234567890,Registered
9124651,WI,MADISON,DANE,32,Caucasian,97.3,95.4,firstname2695,lastname2695,1234567890,Registered
9796219,WI,PORTAGE,COLUMBIA,35,Caucasian,2.5,43.3,firstname2696,lastname2696,1234567890,Registered
14595983,NC,WINTERVILLE,PITT,29,Caucasian,94.8,11.6,firstname2697,lastname2697,1234567890,Registered
13965018,PA,BENSALEM,BUCKS,33,Caucasian,15.7,93.9,firstname2698,lastname2698,1234567890,Unregistered
19316241,PA,PHILADELPHIA,PHILADELPHIA,29,Caucasian,85.3,94.4,firstname2699,lastname2699,1234567890,Registered
17765127,PA,EAST STROUDSBURG,MONROE,28,Caucasian,85.3,46,firstname2700,lastname2700,1234567890,Registered
18187517,PA,PHILADELPHIA,PHILADELPHIA,35,Caucasian,2.6,97.5,firstname2701,lastname2701,1234567890,Registered
15116975,NC,STEM,GRANVILLE,30,Caucasian,97.8,9.7,firstname2702,lastname2702,1234567890,Registered
16849901,NC,RALEIGH,WAKE,27,Caucasian,55.6,95.6,firstname2703,lastname2703,1234567890,Registered
19777278,PA,PHILADELPHIA,PHILADELPHIA,27,Caucasian,67.2,97.2,firstname2704,lastname2704,1234567890,Registered
19871004,PA,LEVITTOWN,BUCKS,31,Caucasian,5.4,95.4,firstname2705,lastname2705,1234567890,Registered
23498506,PA,BETHLEHEM,NORTHAMPTON,19,Caucasian,80.8,85.2,firstname2706,lastname2706,1234567890,Registered
20801177,PA,CLEARFIELD,CLEARFIELD,24,Caucasian,80.7,2.3,firstname2707,lastname2707,1234567890,Registered
7638500,PA,NORRISTOWN,MONTGOMERY,33,Caucasian,52.5,98,firstname2708,lastname2708,1234567890,Registered
23655439,PA,SLATINGTON,LEHIGH,20,Caucasian,67.8,1.1,firstname2709,lastname2709,1234567890,Registered
23662781,PA,BANGOR,NORTHAMPTON,20,Caucasian,86.9,1.2,firstname2710,lastname2710,1234567890,Registered
19678464,PA,VILLANOVA,MONTGOMERY,24,Caucasian,95.4,92.6,firstname2711,lastname2711,1234567890,Registered
18583046,PA,LEBANON,LEBANON,30,Caucasian,93.6,1.3,firstname2712,lastname2712,1234567890,Registered
24174694,PA,MALVERN,CHESTER,35,Caucasian,73.9,94,firstname2713,lastname2713,1234567890,Registered
21926246,PA,BREINIGSVILLE,LEHIGH,20,Uncoded,73.3,71,firstname2714,lastname2714,1234567890,Registered
17557975,PA,LINFIELD,MONTGOMERY,33,Caucasian,32.3,23.5,firstname2715,lastname2715,1234567890,Registered
20331097,PA,WALLINGFORD,DELAWARE,34,Caucasian,89.2,47.9,firstname2716,lastname2716,1234567890,Registered
22104991,PA,KING OF PRUSSIA,MONTGOMERY,20,Caucasian,54.3,28.8,firstname2717,lastname2717,1234567890,Registered
13608890,PA,POTTSTOWN,MONTGOMERY,30,African-American,42.3,96.1,firstname2718,lastname2718,1234567890,Registered
2828534,PA,BROOKHAVEN,DELAWARE,35,Caucasian,48.2,1.9,firstname2719,lastname2719,1234567890,Registered
22144084,PA,HAVERFORD,DELAWARE,19,Caucasian,96.6,99.3,firstname2720,lastname2720,1234567890,Registered
40077504,TX,SAN ANTONIO,BEXAR,31,Caucasian,32.2,56.6,firstname2721,lastname2721,1234567890,Unregistered
22147562,PA,WYNNEWOOD,MONTGOMERY,21,Caucasian,95.8,98,firstname2722,lastname2722,1234567890,Registered
22331310,PA,ROSETO,NORTHAMPTON,33,Caucasian,13.8,21.5,firstname2723,lastname2723,1234567890,Unregistered
7333364,PA,WAYNE,DELAWARE,33,Caucasian,81.6,2,firstname2724,lastname2724,1234567890,Registered
17751715,PA,ALLENTOWN,LEHIGH,28,Caucasian,2.7,7.7,firstname2725,lastname2725,1234567890,Registered
7302780,PA,PHOENIXVILLE,MONTGOMERY,34,Caucasian,72.2,91,firstname2726,lastname2726,1234567890,Registered
17933820,PA,PHILADELPHIA,PHILADELPHIA,33,Caucasian,72.7,93.1,firstname2727,lastname2727,1234567890,Registered
22629814,PA,READING,BERKS,35,Hispanic,53.6,89.4,firstname2728,lastname2728,1234567890,Registered
23279463,PA,LENNI,DELAWARE,20,Caucasian,69.7,97.5,firstname2729,lastname2729,1234567890,Registered
22156085,PA,NEWTOWN SQUARE,DELAWARE,19,Caucasian,61.5,1,firstname2730,lastname2730,1234567890,Registered
